,Date,Consumer Price Index for All Urban Consumers: Housing(CBSA),All-Transactions House Price Index(MSAD),S&P/Case-Shiller NY-New York Home Price Index,Consumer Price Index for All Urban Consumers: All Items(CBSA),"New Private Housing Structures Authorized by Building Permits, Units(MSA)","Economic Conditions Index, percent(MSA)","Civilian Labor Force, persons(MSA)",Mortgage debt-percent with debt,Median debt(inflation adjusted),Percent with Severely Delinquent Debt,Consumer Price Index for All Urban Consumers: Owners Equivalent Rent(CBSA),"Per Capita Personal Income, Dollars(MSA)","Resident Population, Thousands of Persons, Annual(MSA)",Consumer Price Index for All Urban Consumers: Rent(CBSA),Unemployment Rate(MSA),"Total Gross Domestic Product, Millions of Dollars(MSA)"
455,2013-12-01,272.862,,172.81988377300400,257.284,3965.0709799043300,2.00,9900895,30.70%,247415.0,6.40%,344.054,,,343.180,7.2,
456,2014-01-01,277.625,227.95,173.54419178413000,259.596,2052.2070421219500,1.62,9882189,,,,345.395,63479,19280.929,344.509,7.0,1509213.361
457,2014-02-01,275.507,,173.55197437745200,259.019,3961.6607767439400,1.65,9869219,,,,344.667,,,343.730,6.9,
458,2014-03-01,276.078,,173.47762214333600,259.971,5761.7074422178100,2.94,9864105,31.10%,246899.0,6.20%,345.194,,,344.819,6.8,
459,2014-04-01,275.770,230.44,173.31538661000200,259.985,3969.7117036954400,3.92,9865700,,,,346.149,,,346.679,6.7,
460,2014-05-01,277.037,,173.48417686208900,261.225,3712.7622741085100,3.55,9871982,,,,346.870,,,347.910,6.6,
461,2014-06-01,277.240,,174.17938296639900,261.350,2496.2862510170600,3.03,9881007,30.70%,245725.0,5.90%,347.563,,,348.329,6.5,
462,2014-07-01,277.203,233.54,174.68122044830800,261.498,4818.6446820309700,2.89,9888734,,,,347.772,,,349.097,6.4,
463,2014-08-01,277.613,,174.85009390787000,261.075,3119.6151556766700,2.62,9894950,,,,348.723,,,350.591,6.3,
464,2014-09-01,276.841,,174.83268192871500,261.074,5100.9122099700300,2.83,9900925,30.50%,244807.0,5.70%,349.085,,,350.887,6.2,
465,2014-10-01,276.521,235.86,174.79430048862900,260.500,2736.1246357321200,2.81,9906070,,,,348.765,,,351.398,6.1,
466,2014-11-01,275.897,,174.65172978971400,259.382,3379.5608800741700,2.70,9910211,,,,349.743,,,352.808,6.0,
467,2014-12-01,275.669,,175.56650309063200,258.080,3185.0102114621100,2.50,9916374,30.10%,245397.0,5.50%,349.995,,,353.288,5.9,
468,2015-01-01,277.285,238.50,176.14530249486900,258.376,3844.6415837546800,1.70,9924653,,,,351.300,66212,19320.968,353.748,5.9,1576387.303
469,2015-02-01,278.464,,176.79932727824400,259.240,2806.4154817519300,1.65,9933930,,,,351.807,,,354.447,5.8,
470,2015-03-01,277.589,,176.74945442983700,259.647,5295.4934417868800,2.57,9942669,30.20%,246711.0,5.30%,351.892,,,355.451,5.7,
471,2015-04-01,277.917,240.02,177.66620667455000,259.959,9883.0179546527700,3.28,9948378,,,,353.084,,,355.424,5.7,
472,2015-05-01,278.276,,178.23562917406400,261.066,16025.3277735940000,3.30,9948867,,,,353.649,,,357.021,5.5,
473,2015-06-01,279.665,,178.66134145400500,261.512,17516.2751882267000,3.01,9942509,29.50%,244545.0,4.90%,355.136,,,357.922,5.4,
474,2015-07-01,279.811,244.04,178.82188426823400,261.199,3543.5067118666500,2.95,9932052,,,,355.598,,,359.322,5.2,
475,2015-08-01,279.988,,179.08266065815200,261.347,3349.0484129470200,2.60,9922051,,,,356.962,,,360.239,5.1,
476,2015-09-01,281.295,,179.26302469395700,261.887,3125.9930390306500,2.50,9916029,29.60%,244712.0,4.60%,358.867,,,363.025,5.0,
477,2015-10-01,280.808,245.65,179.66721287638200,261.515,4534.8866323236300,3.15,9918639,,,,359.380,,,364.511,4.9,
478,2015-11-01,280.746,,180.33676600881600,261.009,3625.8048782782800,2.47,9930249,,,,359.730,,,365.524,4.9,
479,2015-12-01,280.056,,180.49230790463100,259.941,9010.4039379667900,2.42,9945448,28.90%,244684.0,4.30%,360.339,,,366.776,4.8,
480,2016-01-01,280.378,247.75,180.51814848176900,260.342,1734.1952957784500,2.53,9957219,,,,360.930,68703,19334.778,367.552,4.8,1640015.703
481,2016-02-01,280.952,,180.64042236955800,260.875,4523.6089552550000,2.05,9961904,,,,361.705,,,368.693,4.8,
482,2016-03-01,282.322,,181.36417711374200,261.508,2657.4117761721400,2.40,9958685,29.30%,246009.0,4.00%,362.266,,,369.185,4.8,
483,2016-04-01,282.662,251.21,182.10043011578500,262.619,3157.9235774779300,1.76,9951056,,,,362.873,,,369.579,4.8,
484,2016-05-01,283.325,,182.23029070562500,263.312,3020.5084051747100,1.00,9944343,,,,363.763,,,370.558,4.8,
485,2016-06-01,285.090,,182.79160866181200,263.877,3466.7557274704100,1.73,9940596,28.80%,244657.0,3.40%,365.279,,,370.763,4.9,
486,2016-07-01,285.748,254.44,183.24279578132500,263.722,2703.7030389018200,2.43,9939025,,,,365.812,,,371.871,4.9,
487,2016-08-01,286.282,,183.61481608220900,264.160,4099.0179438809100,2.25,9937297,,,,366.890,,,372.487,4.9,
488,2016-09-01,286.331,,183.54993299748100,264.602,4486.4603723445100,1.89,9933628,28.50%,243963.0,3.20%,368.429,,,373.441,4.9,
489,2016-10-01,286.510,257.55,183.78381135626400,264.738,2675.2470941348300,1.74,9927712,,,,369.572,,,374.891,4.8,
490,2016-11-01,287.452,,185.05077564144700,265.203,3401.5077508941900,2.39,9922104,,,,370.812,,,375.539,4.7,
491,2016-12-01,288.586,,185.82459569244200,265.421,4003.8713376055600,2.63,9920787,28.00%,244455.0,2.90%,371.213,,,377.194,4.6,
492,2017-01-01,289.262,260.56,187.09427252053800,266.917,6025.9579672881600,2.70,9925376,,,,371.656,73093,19322.607,377.224,4.5,1699894.281
493,2017-02-01,289.614,,187.31716403193900,267.662,3829.5659764880300,2.30,9934670,,,,371.598,,,377.592,4.5,
494,2017-03-01,289.620,,188.76391910250100,267.582,3707.7467221433700,1.49,9944883,28.40%,245031.0,2.90%,371.431,,,378.523,4.4,
495,2017-04-01,289.908,264.53,189.52548492643000,267.948,4615.6533642987600,1.67,9954169,,,,371.660,,,378.952,4.5,
496,2017-05-01,290.950,,189.95691660993500,268.183,4135.4723253479800,2.62,9961048,,,,372.968,,,380.197,4.5,
497,2017-06-01,292.150,,190.05270513605900,268.666,3271.3860257167400,2.17,9964869,28.40%,245422.0,2.60%,373.131,,,380.805,4.6,
498,2017-07-01,292.019,268.37,190.84008139509200,268.051,3712.8557689927300,1.56,9964441,,,,373.857,,,381.149,4.6,
499,2017-08-01,292.898,,191.88276790794600,268.657,4041.0210027963400,1.96,9956858,,,,375.867,,,383.150,4.6,
500,2017-09-01,292.867,,192.94983997143000,270.059,3512.2135745538100,2.34,9941741,28.00%,245631.0,2.50%,376.459,,,383.268,4.6,
501,2017-10-01,292.432,271.29,194.41417726197600,269.575,3988.1853409819000,2.30,9922501,,,,377.324,,,384.111,4.5,
502,2017-11-01,292.699,,195.32436220023300,269.381,3415.7372047174400,2.40,9904352,,,,377.483,,,384.611,4.5,
503,2017-12-01,293.988,,195.94431086624800,269.564,4683.6909807895100,1.92,9891465,27.70%,245359.0,2.40%,378.344,,,385.109,4.4,
504,2018-01-01,294.441,275.84,196.66511960139700,270.771,3296.9998832679500,1.37,9886576,,,,379.859,76565,19276.644,385.646,4.3,1799148.324
505,2018-02-01,295.424,,197.78295417171700,272.214,4834.3644310061000,2.77,9890102,,,,379.631,,,385.822,4.3,
506,2018-03-01,296.511,,198.12073433582800,272.196,4957.0198713516000,1.80,9897633,28.10%,244424.0,2.20%,380.273,,,386.926,4.2,
507,2018-04-01,296.698,277.36,197.72389925172000,272.950,2877.6767204780300,1.52,9902720,,,,381.837,,,387.142,4.1,
508,2018-05-01,297.999,,197.92230682933100,274.001,5466.2218271983000,2.18,9901464,,,,382.333,,,387.701,4.1,
509,2018-06-01,298.099,,198.04634843873400,274.170,3850.0939820776200,1.77,9895650,27.60%,244131.0,2.00%,382.629,,,387.522,4.0,
510,2018-07-01,298.964,280.18,198.11363476059400,274.073,4010.8363405773800,1.46,9888987,,,,383.544,,,388.214,3.9,
511,2018-08-01,298.629,,198.47734039284900,274.441,3118.5537081151300,1.81,9886017,,,,384.801,,,390.007,3.8,
512,2018-09-01,299.187,,198.60596614368900,275.455,2928.6864502081600,2.37,9889425,27.80%,245242.0,1.90%,385.092,,,389.528,3.8,
513,2018-10-01,299.024,280.46,200.03685753246200,275.101,3500.4731808414400,3.16,9899509,,,,386.139,,,391.085,3.8,
514,2018-11-01,298.697,,200.79292420195500,274.478,3968.3261577304700,2.44,9914618,,,,387.314,,,392.388,3.8,
515,2018-12-01,299.249,,201.41030147033100,273.836,3379.4065685333900,2.11,9929644,27.00%,244777.0,1.90%,387.875,,,392.999,3.9,
516,2019-01-01,301.140,283.26,201.58085873687000,275.144,4598.8738305000000,2.27,9938051,,,,387.961,79844,19216.182,394.041,3.9,1861147.410
517,2019-02-01,301.233,,201.55653099328500,275.823,4467.4672640230900,2.15,9935994,,,,388.130,,,395.438,3.8,
518,2019-03-01,301.791,,201.16561468740700,276.570,3745.5195606861300,1.98,9925662,27.50%,244741.0,1.70%,388.481,,,396.754,3.8,
519,2019-04-01,302.413,286.91,201.11975993965000,277.441,4214.9566958842500,1.62,9913462,,,,389.461,,,398.932,3.7,
520,2019-05-01,302.192,,201.22637802994400,278.068,3579.0489545094300,0.62,9905714,,,,389.385,,,399.681,3.6,
521,2019-06-01,303.608,,200.79182195759600,278.802,3977.7286961753700,1.00,9907204,27.60%,244119.0,1.50%,389.395,,,400.852,3.6,
522,2019-07-01,303.892,290.46,200.50769392411800,278.817,4260.5032622611200,1.14,9919014,,,,390.747,,,401.406,3.6,
523,2019-08-01,303.603,,200.60598551209200,279.428,5090.5569588720300,1.01,9937578,,,,391.837,,,402.171,3.6,
524,2019-09-01,304.799,,200.29110104844500,279.338,4911.3145786112000,0.73,9956186,27.50%,243818.0,1.70%,392.984,,,403.173,3.6,
525,2019-10-01,303.491,292.78,201.91276123731600,279.255,6074.9467546126700,-0.12,9971093,,,,393.061,,,402.619,3.7,
526,2019-11-01,304.498,,202.46735697083200,279.468,6341.9290277299400,0.24,9982443,,,,394.943,,,404.275,3.7,
527,2019-12-01,305.331,,203.41028002777500,279.816,4781.1278609211200,-0.45,9990216,27.50%,244111.0,1.70%,395.348,,,404.797,3.7,
528,2020-01-01,307.061,295.19,203.36733113919900,282.020,6118.8598309019700,,9983926,,,,397.216,,,405.906,3.6,
529,2020-02-01,307.210,,204.36530612316900,282.577,3974.6767769552700,,10003112,,,,397.398,,,406.261,3.5,
530,2020-03-01,307.537,,204.69494812796900,281.975,3596.0757417009300,,9882556,,,,398.296,,,406.933,4.0,
531,2020-04-01,306.467,295.18,205.02033736554800,280.623,1713.2168232956200,,9475305,,,,399.459,,,407.462,15.8,
532,2020-05-01,306.606,,204.72926760372900,282.092,3080.3350468985000,,9487551,,,,399.705,,,407.966,15.7,
533,2020-06-01,308.680,,204.48323878018000,282.333,4557.5820928218000,,9827684,,,,399.885,,,408.318,17.2,
534,2020-07-01,308.945,299.13,205.03178981494000,283.624,4559.2888412765300,,9976207,,,,400.007,,,408.845,16.3,
535,2020-08-01,308.825,,207.15752945318000,283.478,3454.6303756386600,,9907735,,,,400.495,,,409.042,12.9,
536,2020-09-01,309.494,,208.83208882126600,284.551,5296.7913441681400,,9529690,,,,401.056,,,409.663,9.5,
537,2020-10-01,308.123,,,284.121,4244.7185514507800,,9531324,,,,400.726,,,409.322,9.5,
538,2020-11-01,308.787,,,283.291,4318.1603340576600,,,,,,401.327,,,410.546,,
