,Date,Consumer Price Index for All Urban Consumers: Rent(CBSA),All-Transactions House Price Index(MSAD),New Private Housing Units Authorized by Building Permits: 1-Unit Structures(MSA),Consumer Price Index for All Urban Consumers: housing(CBSA),Consumer Price Index for All Urban Consumers: All items(CBSA),Economic Conditions Index(MSA),"Total Gross Domestic Product for Dallas,Millions of Dollars(MSA)",S&P/Case-Shiller TX-Dallas Home Price Index,Mortgage debt-percent with debt,Median debt(inflation adjusted),Percent with Severely Delinquent Debt,Consumer Price Index for All Urban Consumers: Owners Equivalent Rent(CBSA),"Civilian Labor Force in Dallas,persons(MSA)","Per Capita Personal Income,persons,Dollars, Annual(MSA)","Resident Population, Thousands of Persons, Annual(MSA)","Unemployment Rate, percent(MSA)"
428,1999-07-01,156.500,121.81,2759.5587783027200,148.700,158.300,4.06,,,,,,,2842852,,,3.4
429,1999-08-01,156.700,,2762.8830321779600,,,4.11,,,,,,,2825997,,,3.3
430,1999-09-01,157.000,,2825.6350236655600,148.700,159.800,4.38,,,,,,,2819583,,,3.3
431,1999-10-01,157.400,123.41,2406.7221346241000,,,4.65,,,,,,,2841716,,,3.2
432,1999-11-01,158.300,,2561.1609324093900,147.500,160.100,4.58,,,,,,,2845333,,,3.1
433,1999-12-01,159.000,,2669.9549802082200,,,4.47,,,,,,,2852317,,,2.9
434,2000-01-01,159.300,125.78,2691.0364938766600,148.300,160.400,4.37,,100.00000000000000,,,,172.400,2843365,33697,5196.188,3.8
435,2000-02-01,160.000,,3098.5752960692200,,,4.27,,101.82326000000000,,,,,2845898,,,3.8
436,2000-03-01,160.600,,2880.3973669252500,149.700,163.100,4.33,,102.03669000000000,,,,,2853833,,,3.7
437,2000-04-01,161.500,127.58,2659.5339572214800,,,4.25,,103.20051000000000,,,,,2866638,,,3.3
438,2000-05-01,162.000,,2895.6920560974100,150.400,163.200,4.30,,104.11440000000000,,,,,2856086,,,3.5
439,2000-06-01,162.200,,2881.6446812452100,,,4.49,,104.27770000000000,,,,,2889400,,,3.9
440,2000-07-01,163.100,129.27,2792.4152950235800,155.100,166.200,3.98,,104.66346000000000,,,,,2883225,,,3.7
441,2000-08-01,163.300,,3075.7345248562700,,,3.74,,105.03810000000000,,,,,2874795,,,3.7
442,2000-09-01,163.600,,3048.4562782951400,155.800,166.900,3.73,,105.73049000000000,,,,,2873628,,,3.5
443,2000-10-01,163.500,130.96,3149.2543604130600,,,3.40,,105.69277000000000,,,,,2891970,,,3.2
444,2000-11-01,164.200,,3171.8897198880500,154.500,166.800,3.04,,106.19400000000000,,,,,2895212,,,3.2
445,2000-12-01,164.300,,3190.2281787527900,,,2.67,,106.19962000000000,,,,,2902624,,,2.8
446,2001-01-01,164.000,134.46,3193.0099542038300,155.400,167.300,2.22,230410.024,106.49335000000000,,,,178.300,2904617,34255,5354.623,3.6
447,2001-02-01,164.800,,3158.9118218031700,,,1.48,,107.09404000000000,,,,,2902102,,,3.5
448,2001-03-01,165.900,,3124.5014893614900,158.200,168.900,0.66,,108.33494000000000,,,,,2913888,,,3.8
449,2001-04-01,166.500,136.48,3153.9229161019300,,,-0.01,,109.77023000000000,,,,,2917733,,,3.8
450,2001-05-01,166.500,,3327.6617308354400,157.400,169.400,-0.42,,110.45024000000000,,,,,2908212,,,4.0
451,2001-06-01,167.200,,3367.1797267769700,,,-0.86,,111.20353000000000,,,,,2931673,,,4.8
452,2001-07-01,167.100,137.68,3029.6487307515200,163.500,171.500,-1.58,,111.11606000000000,,,,,2940365,,,4.8
453,2001-08-01,167.200,,2796.5439037003100,,,-1.80,,111.38947000000000,,,,,2909495,,,5.2
454,2001-09-01,168.100,,2743.3771802054500,163.100,172.800,-2.64,,111.22104000000000,,,,,2921176,,,5.2
455,2001-10-01,168.800,139.43,3145.2516592131300,,,-3.32,,111.42604000000000,,,,,2923664,,,5.4
456,2001-11-01,170.200,,2822.7214929660400,162.700,171.500,-2.67,,111.36899000000000,,,,,2923900,,,5.8
457,2001-12-01,170.800,,2938.3286548538500,,,-1.74,,111.61885000000000,,,,,2930060,,,5.8
458,2002-01-01,172.800,140.01,3257.7919595457200,162.400,170.600,-0.76,239100.962,111.76329000000000,,,,183.300,2920044,33865,5476.578,6.6
459,2002-02-01,173.800,,3061.4457778606300,,,-0.40,,111.39807000000000,,,,,2941927,,,6.4
460,2002-03-01,174.300,,3098.0071838057700,162.600,172.100,-0.04,,112.36734000000000,,,,,2937794,,,6.3
461,2002-04-01,174.300,141.22,3177.2412135496000,,,0.13,,113.14244000000000,,,,,2940063,,,6.3
462,2002-05-01,174.500,,3337.3793370375600,162.200,172.900,0.53,,113.81221000000000,,,,,2938254,,,6.3
463,2002-06-01,174.500,,3109.7724815896100,,,0.57,,113.96153000000000,,,,,2965259,,,6.9
464,2002-07-01,173.800,143.33,3218.1311175744300,163.000,172.900,0.59,,113.97663000000000,,,,,2965311,,,6.8
465,2002-08-01,173.300,,3407.4868075362200,,,0.53,,114.42267000000000,,,,,2958262,,,6.6
466,2002-09-01,173.700,,3289.5379782917800,162.600,173.200,0.09,,114.50356000000000,,,,,2956372,,,6.4
467,2002-10-01,174.200,144.37,3359.3340435552200,,,-0.36,,114.15161000000000,,,,,2959240,,,6.3
468,2002-11-01,174.700,,3392.0540326033500,161.800,173.600,0.04,,113.79526000000000,,,,,2950984,,,6.5
469,2002-12-01,174.400,,2925.7547039682800,,,0.07,,113.81996000000000,,,,,2952412,,,6.3
470,2003-01-01,174.700,145.02,3626.7627525261400,162.900,174.000,0.11,245066.686,113.89493000000000,,,,185.400,2941002,33927,5582.033,7.0
471,2003-02-01,175.100,,3038.4400018006800,,,0.02,,113.37912000000000,,,,,2940512,,,6.8
472,2003-03-01,175.800,,3229.2079460073300,165.300,176.800,0.01,,112.93244000000000,,,,,2935006,,,6.7
473,2003-04-01,175.400,145.79,3313.5398152257500,,,0.52,,113.22311000000000,,,,,2946777,,,6.5
474,2003-05-01,175.000,,3214.2590456660800,166.300,176.900,0.86,,113.91383000000000,,,,,2941389,,,6.6
475,2003-06-01,174.900,,3300.4046840506300,,,1.21,,114.96261000000000,,,,,2980447,,,7.4
476,2003-07-01,174.600,146.38,3711.0048187451000,166.900,176.500,2.14,,115.29414000000000,,,,,2972859,,,7.0
477,2003-08-01,174.600,,3379.1669999751600,,,2.65,,115.39148000000000,,,,,2952544,,,6.8
478,2003-09-01,173.600,,4162.4520512561200,166.500,177.000,2.85,,115.25655000000000,,,,,2945696,,,6.6
479,2003-10-01,173.600,146.96,3559.8884058621700,,,3.23,,114.88704000000000,,,,,2960691,,,6.2
480,2003-11-01,172.700,,2920.3849846141800,164.600,175.900,3.28,,114.58539000000000,,,,,2966290,,,6.1
481,2003-12-01,171.800,,3664.2645790741600,,,3.32,,114.04662000000000,,,,,2961771,,,5.6
482,2004-01-01,170.900,147.84,3508.2998363866000,163.200,175.700,3.40,263772.155,113.99536000000000,,,,185.200,2957742,34737,5689.982,6.3
483,2004-02-01,170.600,,3835.1799793397500,,,3.21,,113.79515000000000,,,,,2950665,,,6.0
484,2004-03-01,170.600,,3890.8954302342900,162.900,177.700,3.24,,113.24766000000000,,,,,2960816,,,6.1
485,2004-04-01,170.200,148.78,4010.6131442451900,,,3.41,,114.20496000000000,,,,,2961738,,,5.6
486,2004-05-01,169.800,,3491.9458279715600,163.400,179.100,3.03,,115.37063000000000,,,,,2964787,,,5.6
487,2004-06-01,169.100,,3744.4583446900500,,,2.98,,116.39772000000000,,,,,2980379,,,6.2
488,2004-07-01,168.500,149.38,3763.3983122156100,166.600,179.100,3.60,,116.93388000000000,,,,,2999144,,,5.9
489,2004-08-01,168.800,,3839.8374013570700,,,3.23,,117.17607000000000,,,,,2973866,,,5.6
490,2004-09-01,167.900,,3846.3216251633100,167.800,179.700,3.29,,116.97520000000000,,,,,2973881,,,5.5
491,2004-10-01,168.000,150.84,3345.5349458398700,,,3.63,,116.75704000000000,,,,,3000647,,,5.4
492,2004-11-01,168.300,,3865.0611793634600,166.500,179.900,3.25,,116.44936000000000,,,,,3008674,,,5.6
493,2004-12-01,169.300,,3834.5882539783500,,,3.32,,116.57966000000000,,,,,3005690,,,5.3
494,2005-01-01,170.100,151.55,3729.4839926262600,167.700,180.000,3.37,284456.508,116.38919000000000,,,,188.000,2978213,37170,5816.407,5.8
495,2005-02-01,169.300,,3990.3229119434400,,,3.73,,116.45745000000000,,,,,2987887,,,5.7
496,2005-03-01,169.700,,3513.5179978646300,166.300,181.300,4.19,,117.37315000000000,43.20%,133706.0,2.30%,,2981099,,,5.3
497,2005-04-01,169.500,153.16,3775.2749942152600,,,4.69,,118.36502000000000,,,,,2997363,,,5.1
498,2005-05-01,168.500,,3668.5665466647800,168.100,183.500,4.58,,119.47166000000000,,,,,3003344,,,5.1
499,2005-06-01,167.900,,3857.2552467058300,,,4.83,,120.02775000000000,43.40%,134186.0,2.30%,,3019167,,,5.4
500,2005-07-01,168.200,154.83,3771.1910402062100,171.200,184.300,5.06,,120.82903000000000,,,,,3039064,,,5.4
501,2005-08-01,168.600,,4153.3993583399900,,,4.36,,121.15007000000000,,,,,3040857,,,5.2
502,2005-09-01,168.900,,4206.0078621110200,172.400,188.900,4.39,,121.62157000000000,43.40%,134032.0,2.30%,,3044558,,,5.1
503,2005-10-01,168.900,155.64,4608.1828195540800,,,4.45,,121.66380000000000,,,,,3067352,,,4.8
504,2005-11-01,169.800,,5208.8119144732800,175.200,187.800,4.34,,122.11284000000000,,,,,3072913,,,5.0
505,2005-12-01,170.400,,4919.4791304924600,,,4.32,,122.20399000000000,43.20%,134539.0,2.50%,,3063545,,,4.8
506,2006-01-01,171.000,156.71,4510.9010555393500,175.700,188.600,4.36,307562.122,121.91083000000000,,,,188.500,3042419,39903,5999.411,5.1
507,2006-02-01,171.400,,4150.0978612355000,,,4.18,,121.32849000000000,,,,,3047499,,,5.1
508,2006-03-01,171.100,,4324.8071763031900,173.500,188.400,4.24,,121.52173000000000,42.70%,136022.0,2.30%,,3051994,,,4.8
509,2006-04-01,171.300,157.85,3754.0037163427900,,,4.31,,122.39961000000000,,,,,3066572,,,4.7
510,2006-05-01,171.400,,3887.3510886096400,173.900,191.200,4.50,,123.28627000000000,,,,,3072796,,,4.8
511,2006-06-01,171.600,,3980.9422320401700,,,4.47,,124.49855000000000,42.70%,134862.0,2.50%,,3095583,,,5.2
512,2006-07-01,171.900,158.95,3472.3865975601100,175.500,191.700,4.04,,125.36724000000000,,,,,3107810,,,5.2
513,2006-08-01,171.900,,3577.6050918046300,,,4.46,,125.70066000000000,,,,,3100149,,,4.8
514,2006-09-01,172.300,,3106.3450142400700,176.100,192.000,4.60,,125.18592000000000,43.30%,135796.0,2.30%,,3090081,,,4.7
515,2006-10-01,172.900,160.12,3145.0074124946600,,,4.38,,124.58129000000000,,,,,3104415,,,4.3
516,2006-11-01,173.000,,2974.0390387699200,173.300,188.400,4.66,,123.85171000000000,,,,,3114712,,,4.4
517,2006-12-01,172.700,,2617.7648383385400,,,4.46,,123.66966000000000,42.50%,137471.0,2.30%,,3106865,,,4.0
518,2007-01-01,172.734,161.43,3177.4167931712000,172.929,188.890,4.10,326986.827,122.63606000000000,,,,192.191,3090235,41319,6156.652,4.7
519,2007-02-01,173.537,,2504.7926790775600,,,4.53,,122.72920000000000,,,,,3076595,,,4.4
520,2007-03-01,174.109,,2527.9037874888700,174.101,190.156,4.37,,123.15619000000000,43.30%,136767.0,2.30%,,3084391,,,4.0
521,2007-04-01,175.332,164.15,2475.4660870357700,,,3.69,,124.70646000000000,,,,,3080778,,,3.9
522,2007-05-01,176.516,,2427.5355026824500,174.899,192.779,3.63,,125.49360000000000,,,,,3081805,,,4.0
523,2007-06-01,177.206,,2205.9055331193500,,,3.65,,126.46739000000000,43.60%,136706.0,2.30%,,3112701,,,4.5
524,2007-07-01,177.193,162.85,2198.3525198944700,178.588,194.286,3.28,,126.29790000000000,,,,,3123445,,,4.6
525,2007-08-01,177.716,,2197.0468964481100,,,3.54,,126.30715000000000,,,,,3112266,,,4.2
526,2007-09-01,177.491,,2041.8537054880300,178.291,194.847,3.49,,125.42228000000000,43.20%,136510.0,2.60%,,3123436,,,4.3
527,2007-10-01,177.762,163.84,2070.8906030635200,,,3.57,,124.44772000000000,,,,,3120892,,,4.1
528,2007-11-01,177.848,,1897.1377764075900,176.563,196.465,3.60,,122.39309000000000,,,,,3141981,,,4.1
529,2007-12-01,178.685,,1730.7529613862600,,,3.31,,120.77807000000000,43.30%,136507.0,2.70%,,3135047,,,4.1
530,2008-01-01,179.991,165.15,1681.2324362306000,177.469,197.079,3.21,340573.587,118.49404000000000,,,,197.855,3123475,43441,6301.085,4.5
531,2008-02-01,180.242,,1971.4708553896700,,,2.74,,117.75910000000000,,,,,3117316,,,4.3
532,2008-03-01,181.622,,1448.6508777511400,177.992,198.596,1.85,,119.00629000000000,42.70%,135963.0,2.90%,,3123037,,,4.3
533,2008-04-01,182.108,164.90,1698.6021396114100,,,1.57,,120.44292000000000,,,,,3129975,,,4.0
534,2008-05-01,182.579,,1595.2386557890000,181.626,202.357,1.35,,121.60334000000000,,,,,3140906,,,4.5
535,2008-06-01,183.500,,1539.9531313800800,,,0.78,,122.49460000000000,44.10%,135079.0,2.90%,,3160062,,,5.0
536,2008-07-01,184.247,164.12,1587.1198237187200,185.800,206.413,0.37,,123.21077000000000,,,,,3172875,,,5.2
537,2008-08-01,185.124,,1310.7201607978800,,,-0.03,,123.03715000000000,,,,,3159165,,,5.3
538,2008-09-01,186.322,,1386.8327903276200,186.698,205.883,-0.60,,122.06423000000000,43.90%,134355.0,2.90%,,3159072,,,5.1
539,2008-10-01,187.576,164.83,1204.1989042876100,,,-1.47,,120.58656000000000,,,,,3166061,,,5.2
540,2008-11-01,188.748,,984.4251184040410,185.732,200.051,-2.57,,118.25391000000000,,,,,3155720,,,5.4
541,2008-12-01,189.335,,959.7203792427120,,,-3.21,,115.43881000000000,43.90%,136234.0,3.20%,,3150182,,,5.7
542,2009-01-01,188.779,167.19,856.3031981901170,185.444,198.623,-4.00,324428.447,112.60498000000000,,,,203.037,3140577,39652,6447.615,6.7
543,2009-02-01,188.947,,1017.9749983142900,,,-4.46,,112.25767000000000,,,,,3137806,,,6.8
544,2009-03-01,189.058,,869.3032243935260,184.339,200.039,-4.37,,112.36109000000000,43.50%,137244.0,3.60%,,3136720,,,6.8
545,2009-04-01,189.549,165.35,900.3829129156450,,,-3.97,,114.29694000000000,,,,,3150620,,,6.4
546,2009-05-01,190.243,,951.7317438451330,182.467,199.311,-3.76,,116.50346000000000,,,,,3177485,,,7.6
547,2009-06-01,190.738,,1317.3936806467100,,,-3.19,,119.72946000000000,43.60%,136357.0,3.90%,,3217047,,,8.7
548,2009-07-01,192.176,162.41,1367.0828560677200,182.895,200.663,-2.06,,121.26289000000000,,,,,3235218,,,8.7
549,2009-08-01,192.132,,1365.5119418945300,,,-0.95,,121.49877000000000,,,,,3218787,,,8.6
550,2009-09-01,192.196,,1423.7673473577400,182.336,201.802,-0.46,,120.62665000000000,43.30%,135937.0,4.30%,,3209834,,,8.5
551,2009-10-01,191.639,162.70,1302.3482857515000,,,0.11,,119.90985000000000,,,,,3211897,,,8.3
552,2009-11-01,190.862,,1390.3954896355800,180.436,201.958,0.80,,119.95670000000000,,,,,3209932,,,8.1
553,2009-12-01,191.038,,1481.8049301663700,,,1.47,,118.83345000000000,43.10%,134995.0,4.80%,,3198089,,,8.0
554,2010-01-01,191.284,162.11,1424.7537350231100,180.119,202.106,1.90,336217.270,117.29445000000000,,,,201.428,3245392,40995,6392.065,8.6
555,2010-02-01,191.419,,1383.7968818060800,,,1.94,,115.26581000000000,,,,,3251739,,,8.4
556,2010-03-01,191.044,,1625.6380935532300,178.767,201.982,2.76,,115.82380000000000,43.20%,134660.0,4.80%,,3265298,,,8.3
557,2010-04-01,188.784,162.16,1217.1951488439200,,,3.24,,118.17714000000000,,,,,3297848,,,7.9
558,2010-05-01,188.850,,1071.2732208188800,178.694,202.108,3.38,,119.91624000000000,,,,,3292099,,,7.9
559,2010-06-01,187.920,,1203.9695188822400,,,3.46,,121.04087000000000,43.00%,134736.0,4.40%,,3303619,,,8.3
560,2010-07-01,187.825,163.18,1118.7199082044100,179.231,200.227,3.43,,120.75475000000000,,,,,3319854,,,8.3
561,2010-08-01,186.659,,1041.3253358235700,,,3.53,,119.35893000000000,,,,,3320091,,,8.1
562,2010-09-01,186.912,,1032.2403878546700,179.090,201.882,3.77,,117.44474000000000,42.70%,134418.0,4.30%,,3322583,,,7.9
563,2010-10-01,187.352,162.08,1026.1251841734700,,,3.95,,116.11164000000000,,,,,3324699,,,7.7
564,2010-11-01,186.228,,1152.0063331356300,177.027,201.168,3.59,,114.88219000000000,,,,,3334364,,,8.0
565,2010-12-01,186.674,,1186.0261563758700,,,3.90,,114.66703000000000,41.90%,133088.0,4.30%,,3331543,,,7.6
566,2011-01-01,187.029,159.19,1144.7188166286400,177.624,203.199,4.00,354989.304,114.04325000000000,,,,202.678,3330671,44888,6510.544,8.1
567,2011-02-01,187.051,,937.7928532569870,,,4.23,,113.78430000000000,,,,,3334691,,,7.8
568,2011-03-01,187.580,,1261.2562127047600,178.929,206.967,4.55,,112.75775000000000,42.10%,133040.0,4.20%,,3348298,,,7.6
569,2011-04-01,188.685,157.70,1118.7555634027300,,,4.48,,113.28027000000000,,,,,3354130,,,7.3
570,2011-05-01,189.567,,1132.9041843050700,180.047,208.794,4.13,,114.27635000000000,,,,,3364431,,,7.4
571,2011-06-01,189.935,,1228.6473685771800,,,4.19,,115.90149000000000,42.00%,131851.0,3.90%,,3383965,,,8.2
572,2011-07-01,189.598,159.93,1123.8389936528500,181.514,208.602,4.47,,116.92138000000000,,,,,3388241,,,8.0
573,2011-08-01,190.984,,1219.8348156886500,,,4.45,,117.11197000000000,,,,,3385710,,,7.8
574,2011-09-01,191.819,,1279.7835017035100,182.468,209.255,4.53,,116.44224000000000,41.70%,130933.0,3.90%,,3402157,,,7.6
575,2011-10-01,192.890,159.44,1118.1418456844400,,,4.41,,115.42153000000000,,,,,3406243,,,7.3
576,2011-11-01,193.639,,1175.6926769598400,182.221,209.283,4.53,,113.99559000000000,,,,,3400570,,,6.9
577,2011-12-01,194.441,,1202.6407158960900,,,4.62,,113.18091000000000,41.20%,129965.0,4.00%,,3393862,,,6.7
578,2012-01-01,194.472,159.26,1338.2518796275100,181.796,209.203,4.82,374743.312,112.63033000000000,,,,209.469,3381650,46644,6644.559,7.1
579,2012-02-01,196.012,,1355.5339251208500,,,4.78,,112.72139000000000,,,,,3397507,,,6.9
580,2012-03-01,196.951,,1225.0192412573200,182.582,212.618,4.46,,114.47638000000000,41.20%,129227.0,4.00%,,3402797,,,6.7
581,2012-04-01,197.511,159.83,1288.8612108715900,,,4.05,,116.42070000000000,,,,,3398467,,,6.3
582,2012-05-01,198.040,,1577.9839405931500,183.075,212.226,3.86,,118.60020000000000,,,,,3415816,,,6.6
583,2012-06-01,198.182,,1402.7180494264200,,,3.96,,120.13666000000000,41.00%,128203.0,3.90%,,3435220,,,7.1
584,2012-07-01,199.259,161.30,1425.4202826848800,185.272,211.267,3.83,,121.21355000000000,,,,,3432935,,,7.1
585,2012-08-01,199.613,,1652.0191019933300,,,4.23,,121.37818000000000,,,,,3416309,,,6.8
586,2012-09-01,200.341,,1467.0295764977400,185.735,214.033,4.31,,121.56240000000000,40.40%,127564.0,3.70%,,3431281,,,6.2
587,2012-10-01,201.193,162.97,1768.5934841573200,,,4.17,,120.73864000000000,,,,,3445411,,,6.1
588,2012-11-01,202.738,,1847.6254575494100,186.885,212.901,4.04,,120.59551000000000,,,,,3439234,,,5.9
589,2012-12-01,203.685,,1356.9189878766200,,,3.56,,120.50621000000000,40.10%,127334.0,3.50%,,3445601,,,6.0
590,2013-01-01,203.865,164.17,1617.1901992687900,188.398,213.696,3.41,392917.447,120.52825000000000,,,,215.437,3439605,47092,6753.889,6.9
591,2013-02-01,204.114,,1489.3497803655000,,,4.13,,120.71903000000000,,,,,3435933,,,6.4
592,2013-03-01,204.423,,1735.2037581767900,188.472,216.465,4.16,,122.30930000000000,39.60%,127063.0,3.30%,,3437256,,,6.2
593,2013-04-01,203.969,168.20,1876.0703857074600,,,3.95,,125.05182000000000,,,,,3450844,,,5.8
594,2013-05-01,202.870,,1840.1830843204300,188.881,215.670,4.24,,127.60936000000000,,,,,3472272,,,6.1
595,2013-06-01,202.743,,1672.6946356323700,,,4.34,,129.78901000000000,39.00%,127280.0,3.00%,,3492408,,,6.7
596,2013-07-01,203.403,171.94,1861.3841293156400,189.249,216.979,4.48,,131.48233000000000,,,,,3495074,,,6.5
597,2013-08-01,205.080,,1770.8844473677400,,,4.67,,132.30445000000000,,,,,3488771,,,6.1
598,2013-09-01,205.624,,1689.6810190084500,190.639,217.068,4.44,,132.58745000000000,37.90%,127806.0,2.80%,,3498886,,,6.0
599,2013-10-01,206.052,174.07,1812.9345004381800,,,4.13,,132.46442000000000,,,,,3477866,,,5.9
600,2013-11-01,206.595,,1764.6131605481900,190.126,215.450,4.30,,132.58258000000000,,,,,3504864,,,5.5
601,2013-12-01,207.124,,1578.4084784406100,,,4.06,,132.83697000000000,38.10%,128464.0,2.70%,,3496937,,,5.2
602,2014-01-01,207.405,177.86,1829.2604115115500,190.357,216.291,4.35,415238.962,132.67138000000000,,,,221.256,3500748,49866,6889.769,5.6
603,2014-02-01,207.856,,1793.3905163837800,,,4.66,,133.00006000000000,,,,,3512143,,,5.6
604,2014-03-01,209.273,,1710.7537652530700,193.353,218.715,4.95,,134.55010000000000,38.40%,128290.0,2.60%,,3526424,,,5.4
605,2014-04-01,211.021,183.64,1793.6155150620000,,,5.22,,136.72981000000000,,,,,3518068,,,4.7
606,2014-05-01,212.138,,1693.3459770413900,194.563,219.590,5.01,,138.54965000000000,,,,,3531308,,,5.0
607,2014-06-01,213.310,,1723.2327465500200,,,4.63,,140.15289000000000,37.70%,128750.0,2.40%,,3546005,,,5.3
608,2014-07-01,214.180,187.18,2074.9725156122300,196.035,219.543,4.46,,141.22097000000000,,,,,3559430,,,5.5
609,2014-08-01,214.935,,1851.4396378045300,,,4.69,,142.03619000000000,,,,,3553343,,,5.3
610,2014-09-01,215.273,,2133.8441514153000,195.923,219.380,5.02,,142.40273000000000,37.50%,128819.0,2.30%,,3550328,,,4.9
611,2014-10-01,216.125,189.38,2102.8107305115400,,,5.22,,142.61977000000000,,,,,3557123,,,4.6
612,2014-11-01,216.735,,1770.0390163940700,195.129,217.188,5.07,,142.78123000000000,,,,,3565006,,,4.4
613,2014-12-01,217.244,,2267.6664757283900,,,5.02,,142.84620000000000,37.20%,130039.0,2.30%,,3551983,,,4.0
614,2015-01-01,218.230,193.99,2269.1010353919400,196.475,214.899,4.51,435857.522,143.44780000000000,,,,228.527,3549408,50670,7042.566,4.5
615,2015-02-01,219.190,,2276.7888104902000,,,3.97,,144.42915000000000,,,,,3549067,,,4.2
616,2015-03-01,220.211,,2313.2047392333200,197.523,217.487,3.63,,147.16687000000000,37.10%,130627.0,2.10%,,3541631,,,4.1
617,2015-04-01,221.199,200.64,2400.8851006166200,,,4.01,,148.80297000000000,,,,,3562429,,,3.7
618,2015-05-01,221.966,,2202.7258003987800,198.139,218.484,4.01,,150.26878000000000,,,,,3577192,,,4.0
619,2015-06-01,222.736,,2441.5520690840100,,,4.02,,151.66958000000000,36.30%,130570.0,2.00%,,3584383,,,4.3
620,2015-07-01,223.931,206.35,2273.2834174147000,200.056,218.676,4.09,,153.56296000000000,,,,,3595999,,,4.3
621,2015-08-01,225.824,,2179.1521530767800,,,3.73,,154.67285000000000,,,,,3591375,,,4.1
622,2015-09-01,226.901,,2664.7189448995600,199.335,217.507,3.53,,155.26289000000000,36.40%,131480.0,1.90%,,3588732,,,4.0
623,2015-10-01,227.806,209.10,2383.7525885459400,,,3.60,,155.79351000000000,,,,,3604432,,,3.9
624,2015-11-01,228.611,,2192.7512012444200,199.230,217.104,3.48,,156.10632000000000,,,,,3623500,,,3.9
625,2015-12-01,229.751,,2386.9850581737700,,,4.06,,156.43941000000000,36.20%,133259.0,1.90%,,3626994,,,3.6
626,2016-01-01,230.106,213.73,1925.8826941748400,201.464,217.164,4.55,453858.011,156.62929000000000,,,,240.837,3632896,51428,7194.758,3.8
627,2016-02-01,230.432,,2422.4720584282700,,,4.19,,157.46172000000000,,,,,3657727,,,3.8
628,2016-03-01,231.213,,2351.6547673446700,201.544,218.877,3.76,,159.71940000000000,36.20%,134215.0,1.70%,,3666064,,,3.8
629,2016-04-01,231.706,221.57,2407.6702343906400,,,3.83,,161.71003000000000,,,,,3671132,,,3.6
630,2016-05-01,232.543,,2559.4429610014100,204.029,220.717,3.43,,163.81696000000000,,,,,3672758,,,3.6
631,2016-06-01,234.814,,2662.8832059045900,,,3.38,,165.21480000000000,35.70%,133964.0,1.50%,,3696487,,,4.1
632,2016-07-01,236.465,226.21,2497.0908933796100,205.992,221.507,3.91,,166.33744000000000,,,,,3719573,,,4.2
633,2016-08-01,237.316,,2711.8415211615900,,,3.96,,167.13441000000000,,,,,3715666,,,4.1
634,2016-09-01,238.215,,2431.1550524395700,207.343,221.923,4.03,,167.73157000000000,35.20%,134870.0,1.50%,,3733249,,,4.1
635,2016-10-01,240.066,230.45,2421.9127409856800,,,3.92,,168.43477000000000,,,,,3734433,,,3.9
636,2016-11-01,241.039,,2504.6530710321000,208.188,222.259,3.94,,168.73869000000000,,,,,3752407,,,3.7
637,2016-12-01,242.595,,2851.7920146946800,,,3.95,,169.04901000000000,35.10%,136846.0,1.50%,,3748731,,,3.7
638,2017-01-01,244.983,235.86,2594.4703725136100,209.830,223.082,4.08,478176.220,169.46066000000000,,,,254.987,3755876,53870,7337.097,4.1
639,2017-02-01,246.699,,2767.3413438534400,,,3.98,,171.30343000000000,,,,,3778152,,,4.1
640,2017-03-01,246.079,,3393.0947290577800,211.429,223.782,3.93,,173.44678000000000,35.30%,138819.0,1.40%,,3777968,,,3.9
641,2017-04-01,246.910,245.25,2736.4758922381800,,,3.69,,175.29404000000000,,,,,3785779,,,3.5
642,2017-05-01,249.659,,2896.2794484635600,213.061,225.264,3.77,,176.53401000000000,,,,,3776413,,,3.6
643,2017-06-01,251.874,,3017.0685427900100,,,3.94,,177.85815000000000,35.10%,140633.0,1.20%,,3797002,,,3.9
644,2017-07-01,252.819,249.90,2834.6635463970600,216.164,225.613,3.76,,178.50937000000000,,,,,3823028,,,3.9
645,2017-08-01,254.497,,2897.2320125927500,,,3.91,,179.03170000000000,,,,,3816796,,,3.9
646,2017-09-01,255.682,,2667.9767371072000,218.044,229.056,4.15,,179.73311000000000,34.70%,142486.0,1.20%,,3844335,,,3.5
647,2017-10-01,256.919,252.34,2533.9686929713500,,,4.03,,180.42716000000000,,,,,3826083,,,3.3
648,2017-11-01,258.881,,3146.8117119715500,219.947,229.352,3.73,,180.64196000000000,,,,,3855205,,,3.4
649,2017-12-01,260.126,,2893.6491786949400,,,3.54,,180.78713000000000,34.50%,144208.0,1.40%,,3844317,,,3.3
650,2018-01-01,260.571,256.45,3250.7442776686600,220.283,229.132,3.46,505768.515,181.23406000000000,,,,267.377,3844198,56864,7455.756,3.7
651,2018-02-01,260.202,,2982.1285319653500,,,3.59,,182.28582000000000,,,,,3879105,,,3.7
652,2018-03-01,262.322,,2583.9795484840800,220.437,230.272,3.72,,183.58835000000000,34.70%,145761.0,1.30%,,3866156,,,3.6
653,2018-04-01,265.425,262.04,2911.1775866251700,,,3.81,,185.27276000000000,,,,,3867853,,,3.3
654,2018-05-01,266.000,,3093.6244538945100,224.436,234.034,4.16,,186.42279000000000,,,,,3866110,,,3.3
